0,1.003
0.006,0.99
0.011,0.99
0.017,0.99
0.024,0.976
0.031,0.956
0.038,0.949
0.046,0.936
0.054,0.923
0.062,0.896
0.071,0.875
0.079,0.855
0.088,0.822
0.097,0.788
0.106,0.761
0.115,0.727
0.124,0.694
0.133,0.653
0.142,0.613
0.152,0.566
0.161,0.519
0.17,0.478
0.18,0.424

