0,1.003
0.006,1.017
0.011,1.03
0.017,1.037
0.024,1.051
0.031,1.071
0.038,1.084
0.046,1.104
0.054,1.125
0.062,1.145
0.071,1.172
0.079,1.192
0.088,1.219
0.097,1.246
0.106,1.273
0.115,1.306
0.124,1.34
0.133,1.374
0.142,1.414
0.152,1.448
0.161,1.488
0.17,1.529
0.18,1.582

