0,1.003
0.006,1.003
0.011,1.003
0.017,1.003
0.024,1.003
0.031,1.003
0.038,0.997
0.046,0.997
0.054,0.99
0.062,0.99
0.071,0.983
0.079,0.983
0.088,0.976
0.097,0.97
0.106,0.963
0.115,0.956
0.124,0.949
0.133,0.943
0.142,0.936
0.152,0.929
0.161,0.916
0.17,0.909
0.18,0.896

